data
12
HoleID
X
Y
Elevation
from
to
RockType
Prop1-Phi
Prop2-Vsh
Prop3-Kv
Prop4-Kh
Prop5-Sw
3. 405. 1715.    720.50000        360.50000        360.00000     4.   0.30174000       0.26638000        546.21407        1385.1347       0.17665000    
3. 405. 1715.    719.50000        360.00000        359.50000     4.   0.25337000       0.27186000        149.11586        325.18086       0.32449000    
3. 405. 1715.    718.50000        359.50000        359.00000     2.   0.33739000       0.28900000E-01    5052.1200        5873.4810       0.30703000    
3. 405. 1715.    717.50000        359.00000        358.50000     2.   0.35023000       0.39890000E-01    6050.0595        7032.5714       0.23801000    
3. 405. 1715.    716.50000        358.50000        358.00000     5.   0.12034000       0.83667000       0.10000000E-03   0.10000000E-02   0.73198000    
3. 405. 1715.    715.50000        358.00000        357.50000     2.   0.25180000       0.29391000        808.81711        929.02328       0.31156000    
3. 405. 1715.    714.50000        357.50000        357.00000     2.   0.29174000       0.10622000        2244.6807        2408.9585       0.26111000    
3. 405. 1715.    713.50000        357.00000        356.50000     2.   0.30575000       0.25613000        2830.4192        3255.4688       0.87974000    
3. 405. 1715.    712.50000        356.50000        356.00000     2.   0.32404000       0.11853000        3649.5475        4228.2752       0.73553000    
3. 405. 1715.    711.50000        356.00000        355.50000     4.   0.24457000       0.25114000        142.59748        309.44639       0.40849000    
3. 405. 1715.    710.50000        355.50000        355.00000     2.   0.32108000       0.24570000        3524.5679        4092.8393       0.31139000    
3. 405. 1715.    709.50000        355.00000        354.50000     2.   0.31965000       0.87340000E-01    3651.9474        4246.7098       0.48515000    
3. 405. 1715.    708.50000        354.50000        354.00000     2.   0.31437000       0.81850000E-01    3122.1901        3631.4994       0.79664000    
3. 405. 1715.    707.50000        354.00000        353.50000     2.   0.30567000       0.84610000E-01    2656.9489        3086.8939       0.64484000    
3. 405. 1715.    706.50000        353.50000        353.00000     4.   0.27627000       0.19500000        381.54109        824.78006       0.27711000    
3. 405. 1715.    705.50000        353.00000        352.50000     4.   0.39892000       0.42530000E-01    975.00793        2119.5825       0.10664000    
3. 405. 1715.    704.50000        352.50000        352.00000     4.   0.21195000       0.40357000        75.975240        165.60205       0.36509000    
3. 405. 1715.    703.50000        352.00000        351.50000     4.   0.25800000       0.18895000        164.35316        363.73711       0.54698000    
3. 405. 1715.    702.50000        351.50000        351.00000     2.   0.33786000       0.86230000E-01    4531.7809        5273.7783       0.13381000    
3. 405. 1715.    701.50000        351.00000        350.50000     2.   0.32917000       0.12387000        3996.1575        4647.1776       0.94350000E-01
3. 405. 1715.    700.50000        350.50000        350.00000     2.   0.32197000       0.15401000        3565.1061        4145.6690       0.85450000E-01
3. 405. 1715.    699.50000        350.00000        349.50000     2.   0.34112000       0.70070000E-01    5367.4657        6241.6743       0.64550000E-01
3. 405. 1715.    698.50000        349.50000        349.00000     3.   0.30536000       0.89780000E-01    623.58100        1561.7088       0.48281000    
3. 405. 1715.    697.50000        349.00000        348.50000     3.   0.30085000       0.18902000        584.40320        1465.2300       0.30197000    
3. 405. 1715.    696.50000        348.50000        348.00000     3.   0.28871000       0.15786000        435.82201        1093.4638       0.35574000    
3. 405. 1715.    695.50000        348.00000        347.50000     3.   0.32058000       0.10166000        646.61472        1617.5914       0.32787000    
3. 405. 1715.    694.50000        347.50000        347.00000     2.   0.31448000       0.14973000        2988.5530        3475.0677       0.15985000    
3. 405. 1715.    693.50000        347.00000        346.50000     2.   0.35244000       0.33360000E-01    6344.4608        7377.1603       0.14811000    
3. 405. 1715.    692.50000        346.50000        346.00000     3.   0.29684000       0.17622000        524.64438        1311.6838       0.26167000    
3. 405. 1715.    691.50000        346.00000        345.50000     3.   0.28057000       0.28816000        320.93413        800.16150       0.25845000    
3. 405. 1715.    690.50000        345.50000        345.00000     3.   0.28273000       0.23647000        339.20159        850.08403       0.26107000    
3. 405. 1715.    689.50000        345.00000        344.50000     3.   0.30050000       0.20174000        549.05944        1385.3094       0.15493000    
3. 405. 1715.    688.50000        344.50000        344.00000     2.   0.37734000       0.18400000E-01    7631.8663        8874.2739       0.19185000    
3. 405. 1715.    687.50000        344.00000        343.50000     2.   0.37335000       0.36860000E-01    7381.3254        8582.4442       0.16264000    
3. 405. 1715.    686.50000        343.50000        343.00000     2.   0.37791000       0.13430000E-01    7637.2197        8880.0721       0.17703000    
3. 405. 1715.    685.50000        343.00000        342.50000     2.   0.38048000       0.37130000E-01    7749.8837        9009.2335       0.17774000    
3. 405. 1715.    684.50000        342.50000        342.00000     2.   0.37923000       0.18660000E-01    7656.8034        8902.7753       0.25719000    
3. 405. 1715.    683.50000        342.00000        341.50000     4.   0.22268000       0.35493000        67.295030        146.07552       0.74450000    
3. 405. 1715.    682.50000        341.50000        341.00000     4.   0.21680000       0.29326000        47.599490        103.36567       0.87026000    
3. 405. 1715.    681.50000        341.00000        340.50000     3.   0.30970000       0.10916000        661.28282        1653.4406       0.29616000    
3. 405. 1715.    680.50000        340.50000        340.00000     3.   0.30409000       0.15110000        588.30797        1472.9596       0.42878000    
3. 405. 1715.    679.50000        340.00000        339.50000     3.   0.31751000       0.15731000        704.28637        1766.3285       0.39010000    
3. 405. 1715.    678.50000        339.50000        339.00000     3.   0.32220000       0.91570000E-01    732.68750        1834.3000       0.62292000    
3. 405. 1715.    677.50000        339.00000        338.50000     3.   0.30498000       0.13532000        582.31919        1460.9252       0.38955000    
3. 405. 1715.    676.50000        338.50000        338.00000     2.   0.57470000E-01   0.17920000E-01    6107.1480        7087.8403       0.11976000    
3. 405. 1715.    675.50000        338.00000        337.50000     2.   0.29950000E-01   0.16700000E-02    7200.4485        8366.2487       0.15632000    
3. 405. 1715.    674.50000        337.50000        337.00000     2.   0.46090000E-01   0.11900000E-02    5966.9871        6911.2559       0.17751000    
3. 405. 1715.    673.50000        337.00000        336.50000     2.   0.21688000        0.0000000        6357.5967        7386.6263       0.16130000    
3. 405. 1715.    672.50000        336.50000        336.00000     2.   0.59700000E-01   0.85870000E-01    2458.2600        2858.4042       0.38021000    
3. 405. 1715.    671.50000        336.00000        335.50000     1.   0.20741000       0.32744000        21.008330        72.497370       0.64079000    
3. 405. 1715.    670.50000        335.50000        335.00000     2.   0.25991000       0.10550000E-01    4122.1184        4798.9316       0.39627000    
3. 405. 1715.    669.50000        335.00000        334.50000     1.   0.16858000       0.33174000        5.1167200        17.639590       0.74218000    
3. 405. 1715.    668.50000        334.50000        334.00000     1.   0.13537000       0.62191000       0.77371000        2.9613500       0.48571000    
3. 405. 1715.    667.50000        334.00000        333.50000     1.   0.15057000       0.41073000        1.4867700        5.5681500       0.60722000    
3. 405. 1715.    666.50000        333.50000        333.00000     1.   0.18531000       0.27493000        14.297050        50.314550       0.44206000    
5. 235. 1865.    769.50000        385.00000        384.50000     3.   0.28129000       0.10654000        344.14735        860.25121       0.53477000    
5. 235. 1865.    768.50000        384.50000        384.00000     3.   0.30086000       0.83310000E-01    596.58716        1488.4308       0.30410000    
5. 235. 1865.    767.50000        384.00000        383.50000     3.   0.29241000       0.18349000        501.48111        1255.5675       0.28010000    
5. 235. 1865.    766.50000        383.50000        383.00000     3.   0.29447000       0.16714000        524.71279        1311.8609       0.27022000    
5. 235. 1865.    765.50000        383.00000        382.50000     3.   0.29269000       0.19538000        492.63755        1234.6306       0.31691000    
5. 235. 1865.    764.50000        382.50000        382.00000     5.   0.17518000       0.39657000       0.10000000E-03    4.7879400       0.99815000    
5. 235. 1865.    763.50000        382.00000        381.50000     5.   0.18133000       0.29143000       0.10000000E-03    16.802220        1.0000000    
5. 235. 1865.    762.50000        381.50000        381.00000     5.   0.16181000       0.51870000       0.10000000E-03   0.10000000E-02    1.0000000    
5. 235. 1865.    761.50000        381.00000        380.50000     5.   0.11476000       0.58618000       0.10000000E-03   0.10000000E-02   0.96130000    
5. 235. 1865.    760.50000        380.50000        380.00000     5.   0.11020000       0.47732000       0.10000000E-03   0.10000000E-02    1.0000000    
5. 235. 1865.    759.50000        380.00000        379.50000     5.   0.87910000E-01   0.63943000       0.10000000E-03   0.10000000E-02    1.0000000    
5. 235. 1865.    758.50000        379.50000        379.00000     5.   0.96940000E-01   0.47986000       0.10000000E-03   0.10000000E-02    1.0000000    
5. 235. 1865.    757.50000        379.00000        378.50000     5.   0.96800000E-01   0.43226000       0.10000000E-03   0.10000000E-02    1.0000000    
5. 235. 1865.    756.50000        378.50000        378.00000     5.   0.85220000E-01   0.39519000       0.10000000E-03   0.10000000E-02    1.0000000    
5. 235. 1865.    755.50000        378.00000        377.50000     5.   0.94630000E-01   0.42965000       0.10000000E-03   0.10000000E-02   0.99851000    
5. 235. 1865.    754.50000        377.50000        377.00000     3.   0.30236000       0.12514000        616.36481        1540.9120       0.45360000    
5. 235. 1865.    753.50000        377.00000        376.50000     3.   0.32356000       0.55140000E-01    751.05935        1881.0930       0.57633000    
5. 235. 1865.    752.50000        376.50000        376.00000     4.   0.24933000       0.25956000        98.754970        215.15590       0.78116000    
5. 235. 1865.    751.50000        376.00000        375.50000     4.   0.26081000       0.26614000        144.67515        313.89711       0.87053000    
5. 235. 1865.    750.50000        375.50000        375.00000     4.   0.27652000       0.31892000        245.72930        535.60328       0.85986000    
5. 235. 1865.    749.50000        375.00000        374.50000     4.   0.32085000       0.61310000E-01    415.21613        897.01271        1.0000000    
5. 235. 1865.    748.50000        374.50000        374.00000     2.   0.36108000       0.86530000E-01    6474.8914        7528.2153       0.21104000    
5. 235. 1865.    747.50000        374.00000        373.50000     2.   0.35069000       0.15024000        5871.5776        6828.1430       0.19940000    
5. 235. 1865.    746.50000        373.50000        373.00000     2.   0.34683000       0.90590000E-01    5696.9058        6624.2821       0.14718000    
5. 235. 1865.    745.50000        373.00000        372.50000     2.   0.36337000       0.20990000E-01    6850.4672        7965.7151       0.10233000    
5. 235. 1865.    744.50000        372.50000        372.00000     3.   0.24432000       0.17789000        107.46233        270.00647       0.37585000    
5. 235. 1865.    743.50000        372.00000        371.50000     3.   0.28980000       0.22678000        473.92960        1184.9759       0.24146000    
5. 235. 1865.    742.50000        371.50000        371.00000     2.   0.36571000       0.75230000E-01    6932.4692        8057.1872       0.13442000    
5. 235. 1865.    741.50000        371.00000        370.50000     2.   0.35367000       0.87780000E-01    6286.3448        7309.9492       0.13661000    
5. 235. 1865.    740.50000        370.50000        370.00000     2.   0.33201000       0.60500000E-01    4415.4592        5131.5136       0.20643000    
5. 235. 1865.    739.50000        370.00000        369.50000     2.   0.34192000       0.21670000E-01    5305.4196        6163.7916       0.12413000    
5. 235. 1865.    738.50000        369.50000        369.00000     2.   0.25801000       0.13043000        1359.4407        1394.5386       0.24432000    
5. 235. 1865.    737.50000        369.00000        368.50000     2.   0.19890000E-01   0.14755000        4.0791500        4.4228900       0.88639000    
5. 235. 1865.    736.50000        368.50000        368.00000     2.   0.14400000       0.25196000        242.17016        255.03822       0.83273000    
5. 235. 1865.    735.50000        368.00000        367.50000     2.   0.19890000E-01   0.35123000       0.94066000        1.6499300       0.96925000    
5. 235. 1865.    734.50000        367.50000        367.00000     2.   0.19890000E-01   0.78670000       0.75897000        1.6499300       0.95257000    
5. 235. 1865.    733.50000        367.00000        366.50000     2.   0.22185000       0.68710000E-01    537.22009        708.31055       0.99609000    
5. 235. 1865.    732.50000        366.50000        366.00000     2.   0.24227000       0.88600000E-01    827.79406        948.92297       0.88558000    
5. 235. 1865.    731.50000        366.00000        365.50000     2.   0.27182000       0.11711000        1564.2800        1822.8469       0.97757000    
5. 235. 1865.    730.50000        365.50000        365.00000     2.   0.28829000       0.76880000E-01    2103.6178        2445.0191       0.97758000    
5. 235. 1865.    729.50000        365.00000        364.50000     2.   0.30220000       0.69700000E-01    2434.6188        2826.4700       0.99079000    
5. 235. 1865.    728.50000        364.50000        364.00000     2.   0.30657000       0.50850000E-01    2577.8458        2990.6367       0.88086000    
5. 235. 1865.    727.50000        364.00000        363.50000     2.   0.31709000       0.89100000E-02    3757.8086        4371.5433       0.46859000    
5. 235. 1865.    726.50000        363.50000        363.00000     2.   0.30106000       0.64140000E-01    2618.8468        3042.3290       0.91089000    
5. 235. 1865.    725.50000        363.00000        362.50000     2.   0.29082000       0.10465000        1802.7689        2091.9923       0.89911000    
5. 235. 1865.    724.50000        362.50000        362.00000     5.   0.14547000       0.34372000       0.10000000E-03   0.10000000E-02   0.54133000    
5. 235. 1865.    723.50000        362.00000        361.50000     5.   0.74350000E-01   0.70420000       0.10000000E-03   0.10000000E-02   0.70543000    
5. 235. 1865.    722.50000        361.50000        361.00000     5.   0.55910000E-01   0.79481000       0.10000000E-03   0.10000000E-02   0.77642000    
5. 235. 1865.    721.50000        361.00000        360.50000     5.   0.84250000E-01   0.59211000       0.10000000E-03   0.10000000E-02   0.95082000    
5. 235. 1865.    720.50000        360.50000        360.00000     5.   0.60540000E-01   0.75743000       0.10000000E-03   0.10000000E-02    1.0000000    
5. 235. 1865.    719.50000        360.00000        359.50000     5.   0.99930000E-01   0.56826000       0.10000000E-03   0.10000000E-02    1.0000000    
5. 235. 1865.    718.50000        359.50000        359.00000     5.   0.96600000E-01   0.59060000       0.10000000E-03   0.10000000E-02    1.0000000    
5. 235. 1865.    717.50000        359.00000        358.50000     5.   0.12553000       0.41327000       0.10000000E-03   0.10000000E-02    1.0000000    
5. 235. 1865.    716.50000        358.50000        358.00000     4.   0.24179000       0.26550000        99.193420        215.11381       0.57413000    
5. 235. 1865.    715.50000        358.00000        357.50000     4.   0.17933000       0.31883000        12.852110        27.910680       0.88704000    
5. 235. 1865.    714.50000        357.50000        357.00000     2.   0.32396000       0.10144000        3620.9447        4210.9899       0.14485000    
5. 235. 1865.    713.50000        357.00000        356.50000     2.   0.33652000       0.11860000        4765.6148        5558.9730       0.14551000    
5. 235. 1865.    712.50000        356.50000        356.00000     2.   0.35385000       0.55240000E-01    6366.8237        7403.7309       0.13609000    
5. 235. 1865.    711.50000        356.00000        355.50000     1.   0.32727000       0.73150000E-01    922.55142        3178.0051       0.21892000    
5. 235. 1865.    710.50000        355.50000        355.00000     1.   0.21800000       0.31883000        51.492540        177.60567       0.45608000    
5. 235. 1865.    709.50000        355.00000        354.50000     1.   0.22146000       0.28454000        63.088710        217.63709       0.63062000    
5. 235. 1865.    708.50000        354.50000        354.00000     4.   0.24323000       0.21953000        102.72791        224.29116       0.48517000    
5. 235. 1865.    707.50000        354.00000        353.50000     4.   0.24168000       0.29327000        104.48735        227.37618       0.38507000    
5. 235. 1865.    706.50000        353.50000        353.00000     4.   0.24727000       0.23118000        106.44536        231.58904       0.54129000    
5. 235. 1865.    705.50000        353.00000        352.50000     4.   0.21468000       0.30201000        47.883610        103.32342       0.46373000    
5. 235. 1865.    704.50000        352.50000        352.00000     4.   0.20409000       0.30714000        37.106430        80.640250       0.47543000    
5. 235. 1865.    703.50000        352.00000        351.50000     2.   0.31854000       0.64780000E-01    3024.1819        3514.9130       0.40305000    
5. 235. 1865.    702.50000        351.50000        351.00000     3.   0.29368000       0.14605000        476.99950        1187.8740       0.30768000    
5. 235. 1865.    701.50000        351.00000        350.50000     3.   0.30810000       0.14139000        658.25662        1644.7942       0.21306000    
5. 235. 1865.    700.50000        350.50000        350.00000     2.   0.31141000       0.84270000E-01    2775.2324        3228.0282       0.99209000    
5. 235. 1865.    699.50000        350.00000        349.50000     2.   0.32395000       0.78020000E-01    3844.7968        4469.5737       0.99604000    
5. 235. 1865.    698.50000        349.50000        349.00000     2.   0.34866000       0.32910000E-01    6334.9202        7366.5527       0.38557000    
5. 235. 1865.    697.50000        349.00000        348.50000     2.   0.31816000       0.17200000        3890.7881        4519.3362       0.34647000    
5. 235. 1865.    696.50000        348.50000        348.00000     2.   0.33245000       0.14050000        4628.4875        5379.5926       0.28643000    
5. 235. 1865.    695.50000        348.00000        347.50000     2.   0.33790000       0.95240000E-01    4928.5920        5730.1788       0.20562000    
5. 235. 1865.    694.50000        347.50000        347.00000     3.   0.31372000       0.75770000E-01    863.03409        1632.5549       0.27269000    
5. 235. 1865.    693.50000        347.00000        346.50000     3.   0.32570000       0.12278000        732.57523        1829.2109       0.23700000    
5. 235. 1865.    692.50000        346.50000        346.00000     4.   0.22364000       0.24331000        58.639050        127.47962       0.91381000    
5. 235. 1865.    691.50000        346.00000        345.50000     4.   0.21758000       0.27571000        46.801740        101.70664       0.83122000    
5. 235. 1865.    690.50000        345.50000        345.00000     4.   0.17383000       0.32389000        10.622900        23.092660       0.84882000    
5. 235. 1865.    689.50000        345.00000        344.50000     4.   0.17113000       0.38691000        10.746290        23.361650       0.92134000    
5. 235. 1865.    688.50000        344.50000        344.00000     4.   0.17641000       0.39631000        14.196020        30.857250       0.88686000    
5. 235. 1865.    687.50000        344.00000        343.50000     3.   0.28921000       0.17342000        433.09652        1082.7328       0.24397000    
5. 235. 1865.    686.50000        343.50000        343.00000     3.   0.29010000       0.10131000        442.99511        1105.4669       0.37584000    
5. 235. 1865.    685.50000        343.00000        342.50000     3.   0.26500000       0.19423000        198.62175        496.54908       0.44239000    
5. 235. 1865.    684.50000        342.50000        342.00000     3.   0.21295000       0.25411000        42.262280        105.63736       0.78495000    
5. 235. 1865.    683.50000        342.00000        341.50000     3.   0.26298000       0.17953000        200.69449        501.74122       0.49565000    
5. 235. 1865.    682.50000        341.50000        341.00000     2.   0.34439000       0.71650000E-01    5522.6260        6421.7944       0.89050000E-01
5. 235. 1865.    681.50000        341.00000        340.50000     2.   0.33232000       0.89270000E-01    4642.6655        5395.8280       0.82620000E-01
5. 235. 1865.    680.50000        340.50000        340.00000     2.   0.31077000       0.11366000        3431.2391        3978.7618       0.15326000    
5. 235. 1865.    679.50000        340.00000        339.50000     2.   0.32306000       0.12043000        4014.1533        4667.6274       0.12126000    
5. 235. 1865.    678.50000        339.50000        339.00000     2.   0.30194000       0.94640000E-01    2524.9949        2932.1811       0.37011000    
5. 235. 1865.    677.50000        339.00000        338.50000     2.   0.32060000       0.76810000E-01    3887.6466        4512.6228       0.26765000    
5. 235. 1865.    676.50000        338.50000        338.00000     2.   0.35918000       0.39550000E-01    6653.1074        7736.0033       0.11135000    
5. 235. 1865.    675.50000        338.00000        337.50000     2.   0.36309000       0.25420000E-01    6943.5620        8069.1300       0.15644000    
5. 235. 1865.    674.50000        337.50000        337.00000     2.   0.36758000       0.18200000E-01    7063.8893        8214.0748       0.14051000    
5. 235. 1865.    673.50000        337.00000        336.50000     2.   0.36600000       0.69800000E-02    6958.0772        8092.3854       0.15527000    
5. 235. 1865.    672.50000        336.50000        336.00000     2.   0.30923000       0.21397000        2569.7335        2985.0702       0.26142000    
5. 235. 1865.    671.50000        336.00000        335.50000     2.   0.31766000       0.99350000E-01    3128.6497        3637.7466       0.29612000    
5. 235. 1865.    670.50000        335.50000        335.00000     2.   0.29369000       0.48430000E-01    1951.2638        2249.3569       0.30563000    
5. 235. 1865.    669.50000        335.00000        334.50000     2.   0.31450000       0.80650000E-01    2874.3325        3340.4287       0.24607000    
5. 235. 1865.    668.50000        334.50000        334.00000     2.   0.29129000       0.87930000E-01    1728.9956        2008.7317       0.45357000    
5. 235. 1865.    667.50000        334.00000        333.50000     2.   0.29731000       0.62820000E-01    1970.3711        2290.4910       0.79391000    
5. 235. 1865.    666.50000        333.50000        333.00000     2.   0.28077000       0.30160000E-01    1490.1947        1738.1161       0.36894000    
5. 235. 1865.    665.50000        333.00000        332.50000     2.   0.28297000       0.43940000E-01    1553.7873        1808.8187       0.35006000    
5. 235. 1865.    664.50000        332.50000        332.00000     5.   0.59280000E-01   0.88686000       0.10000000E-03    12.437000       0.67273000    
5. 235. 1865.    663.50000        332.00000        331.50000     5.   0.14534000       0.45605000       0.10000000E-03    121.82487       0.48110000    
5. 235. 1865.    662.50000        331.50000        331.00000     5.   0.11722000       0.40919000       0.10000000E-03    23.664720       0.44651000    
5. 235. 1865.    661.50000        331.00000        330.50000     5.   0.63330000E-01   0.72332000       0.10000000E-03   0.55864000       0.61934000    
6. 325. 1455.    761.50000        381.00000        380.50000     3.   0.26881000       0.34596000        237.88092        596.22343       0.34813000    
6. 325. 1455.    760.50000        380.50000        380.00000     3.   0.25781000       0.32074000        163.95202        409.74624       0.32942000    
6. 325. 1455.    759.50000        380.00000        379.50000     3.   0.28004000       0.20639000        340.75009        851.70351       0.43483000    
6. 325. 1455.    758.50000        379.50000        379.00000     3.   0.28721000       0.17382000        458.08958        1141.8997       0.35144000    
6. 325. 1455.    757.50000        379.00000        378.50000     3.   0.29106000       0.16543000        477.99938        1194.8942       0.42560000    
6. 325. 1455.    756.50000        378.50000        378.00000     3.   0.31066000       0.10921000        696.01722        1741.7045       0.56408000    
6. 325. 1455.    755.50000        378.00000        377.50000     3.   0.29066000       0.13430000        1361.1622        1885.9134       0.96149000    
6. 325. 1455.    754.50000        377.50000        377.00000     3.   0.27033000       0.13471000        672.96668        1180.1572       0.96963000    
6. 325. 1455.    753.50000        377.00000        376.50000     3.   0.24024000       0.14714000        482.51326        682.33887        1.0000000    
6. 325. 1455.    752.50000        376.50000        376.00000     3.   0.24951000       0.16543000        516.52212        750.03704        1.0000000    
6. 325. 1455.    751.50000        376.00000        375.50000     3.   0.28326000       0.87500000E-01    495.22309        1194.9381        1.0000000    
6. 325. 1455.    750.50000        375.50000        375.00000     3.   0.28849000       0.11781000        681.51640        1477.0529        1.0000000    
6. 325. 1455.    749.50000        375.00000        374.50000     3.   0.30718000       0.59500000E-01    676.15666        1688.6213       0.88214000    
6. 325. 1455.    748.50000        374.50000        374.00000     2.   0.28956000       0.10865000        1616.9519        1882.8686       0.83471000    
6. 325. 1455.    747.50000        374.00000        373.50000     2.   0.27065000       0.23959000        1049.0573        1304.2906       0.86191000    
6. 325. 1455.    746.50000        373.50000        373.00000     2.   0.28769000       0.17299000        1573.0540        1840.9085       0.41327000    
6. 325. 1455.    745.50000        373.00000        372.50000     2.   0.23142000       0.10232000        418.03196        635.51983       0.25655000    
6. 325. 1455.    744.50000        372.50000        372.00000     2.   0.24054000       0.10839000        509.00860        711.44606       0.25208000    
6. 325. 1455.    743.50000        372.00000        371.50000     2.   0.28490000       0.15193000        1527.8578        1782.1635       0.34553000    
6. 325. 1455.    742.50000        371.50000        371.00000     4.   0.17112000       0.36695000        9.8592300        21.469650       0.87917000    
